FW,Serial No/VIN,VIN6,Ending Balance, 2100        ,VIN6,Description,Control    
2026 Buick BUCK ENCLV P,5GAERAKS0TJ177843,177843,"$49,434.10 "," (49,434.10)",177843,2026 BUICK ENCLAVE     10/15/25  5GAERAKS0TJ177843,B35633
2026 Buick BUCK ENCLV P,5GAERAKS5TJ191432,191432,"$49,434.10 "," (49,434.10)",191432,2026 BUICK ENCLAVE     10/24/25  5GAERAKS5TJ191432,B35717
2026 Buick BUCK ENCLV P,5GAERAKS9TJ277696,277696,"$49,483.35 "," (49,483.35)",277696,2026 BUICK ENCLAVE      3/09/26  5GAERAKS9TJ277696,B36395
2026 Subaru ASCENTSUVTOUR,4S4WMAKD9T3408399,408399,"$50,101.00 "," (50,101.00)",408399,"STAAL, ROZEMARIJN NAT   1/09/26  4S4WMAKD9T3408399",R4836
2026 Subaru ASCENTSUVTOUR,4S4WMAKDXT3408427,408427,"$50,101.00 "," (50,101.00)",408427,2026 SUBARU ASCENT      1/05/26  4S4WMAKDXT3408427,R4797
2026 Subaru ASCENTSUVTOUR,4S4WMAKD8T3409561,409561,"$50,101.00 "," (50,101.00)",409561,2026 SUBARU ASCENT      1/22/26  4S4WMAKD8T3409561,R4889
2026 Subaru ASCENTSUVTOUR,4S4WMAKD1T3412933,412933,"$50,405.00 "," (50,405.00)",412933,2026 SUBARU ASCENT      2/24/26  4S4WMAKD1T3412933,R5002
2026 GMC Truck GMC ACAD ELV,1GKENKKS6TJ244496,244496,"$50,493.95 "," (50,493.95)",244496,2026 GMC ACADIA        12/30/25  1GKENKKS6TJ244496,G36113
2026 GMC Truck GMC ACAD ELV,1GKENKKS6TJ245941,245941,"$50,493.95 "," (50,493.95)",245941,2026 GMC ACADIA        12/29/25  1GKENKKS6TJ245941,G36099
2026 Subaru ASCENTSUVONYX,4S4WMALD5T3411461,411461,"$50,593.00 "," (50,593.00)",411461,2026 SUBARU ASCENT      2/20/26  4S4WMALD5T3411461,R4989
2026 Subaru ASCENTSUVONYX,4S4WMALDXT3413058,413058,"$50,593.00 "," (50,593.00)",413058,DOUGLASS SUBARU         2/24/26  4S4WMALDXT3413058,R5004
2026 Subaru ASCENTSUVONYX,4S4WMALD2T3413118,413118,"$50,593.00 "," (50,593.00)",413118,2026 SUBARU ASCENT      2/24/26  4S4WMALD2T3413118,R5003
2026 Subaru ASCENTSUVONYX,4S4WMALD8T3415620,415620,"$50,593.00 "," (50,593.00)",415620,2026 SUBARU ASCENT      3/06/26  4S4WMALD8T3415620,R5052
2026 Subaru ASCENTSUVONYX,4S4WMALDXT3415635,415635,"$50,593.00 "," (50,593.00)",415635,2026 SUBARU ASCENT      3/06/26  4S4WMALDXT3415635,R5051
2026 Subaru ASCENTSUVONYX,4S4WMALD5T3416028,416028,"$50,593.00 "," (50,593.00)",416028,2026 SUBARU ASCENT      3/06/26  4S4WMALD5T3416028,R5049
2026 Subaru ASCENTSUVONYX,4S4WMALD8T3416850,416850,"$50,593.00 "," (50,593.00)",416850,2026 SUBARU ASCENT      3/25/26  4S4WMALD8T3416850,R5159
2026 GMC Truck GMC SIER 15P,1GTPUAEK8TZ325515,325515,"$50,637.63 "," (50,637.63)",325515,2026 GMC SIERRA 1500    3/27/26  1GTPUAEK8TZ325515,G36620
2026 GMC Truck GMC SIER 15P,1GTPUAEKXTZ325614,325614,"$50,637.63 "," (50,637.63)",325614,2026 GMC SIERRA 1500    3/27/26  1GTPUAEKXTZ325614,G36621
2026 GMC Truck GMC SIER 15P,1GTPUAEK0TZ325749,325749,"$50,637.63 "," (50,637.63)",325749,2026 GMC SIERRA 1500    3/27/26  1GTPUAEK0TZ325749,G36622
2026 GMC Truck GMC ACAD ELV,1GKENKKS8TJ244547,244547,"$51,090.58 "," (51,090.58)",244547,2026 GMC ACADIA        12/30/25  1GKENKKS8TJ244547,G36114
2026 GMC Truck GMC SIER 15P,1GTPUAEKXTZ325192,325192,"$51,095.50 "," (51,095.50)",325192,2026 GMC SIERRA 1500    3/27/26  1GTPUAEKXTZ325192,G36616
2026 GMC Truck GMC SIER 15P,1GTPUAEK3TZ325308,325308,"$51,095.50 "," (51,095.50)",325308,2026 GMC SIERRA 1500    3/26/26  1GTPUAEK3TZ325308,G36584
2026 GMC Truck GMC SIER 15P,1GTPUAEK7TZ325392,325392,"$51,095.50 "," (51,095.50)",325392,2026 GMC SIERRA 1500    3/27/26  1GTPUAEK7TZ325392,G36617
2026 GMC Truck GMC SIER 15P,1GTPUAEK1TZ331706,331706,"$51,095.50 ",,,,
2026 GMC Truck GMC SIER 15P,1GTPUAEK8TZ331802,331802,"$51,095.50 ",,,,
2026 Buick BUCK ENVSN A,LRBFZSR42TD024863,024863,"$51,143.30 "," (51,143.30)",024863,2026 BUICK ENVISION     2/06/26  LRBFZSR42TD024863,B36217
2026 Subaru ASCENTSUVONYX,4S4WMALD9T3402066,402066,"$51,356.00 "," (51,356.00)",402066,2026 SUBARU ASCENT     11/24/25  4S4WMALD9T3402066,R4678
2026 Subaru ASCENTSUVONYX,4S4WMALD5T3402145,402145,"$51,356.00 "," (51,356.00)",402145,2026 SUBARU ASCENT     11/24/25  4S4WMALD5T3402145,R4686
2026 GMC Truck GMC SIER 15E,1GTRUJEK2TZ321727,321727,"$51,376.30 "," (51,376.30)",321727,2026 GMC SIERRA 1500    3/24/26  1GTRUJEK2TZ321727,G36548
2026 GMC Truck GMC SIER 15E,1GTRUJEKXTZ321734,321734,"$51,376.30 "," (51,376.30)",321734,2026 GMC SIERRA 1500    3/24/26  1GTRUJEKXTZ321734,G36549
2026 GMC Truck GMC SIER 15E,1GTRUJEK6TZ321746,321746,"$51,376.30 "," (51,376.30)",321746,2026 GMC SIERRA 1500    3/27/26  1GTRUJEK6TZ321746,G36619
2026 GMC Truck GMC SIER 15E,1GTRUJEK3TZ322630,322630,"$51,376.30 "," (51,376.30)",322630,2026 GMC SIERRA 1500    3/24/26  1GTRUJEK3TZ322630,G36550
2026 Buick BUCK ENCLV S,5GAERBKS7TJ266833,266833,"$51,380.98 "," (51,380.98)",266833,2026 BUICK ENCLAVE      2/23/26  5GAERBKS7TJ266833,B36335
2026 Buick BUCK ENVSN A,LRBFZSR44TD024699,024699,"$51,698.30 "," (51,698.30)",024699,2026 BUICK ENVISION     2/06/26  LRBFZSR44TD024699,B36218
2026 GMC Truck GMC SIER 15E,1GTRUJEKXTZ318915,318915,"$51,834.18 "," (51,834.18)",318915,2026 GMC SIERRA 1500    3/18/26  1GTRUJEKXTZ318915,G36477
2026 GMC Truck GMC SIER 15E,1GTRUJEK3TZ318920,318920,"$51,834.18 "," (51,834.18)",318920,2026 GMC SIERRA 1500    3/20/26  1GTRUJEK3TZ318920,G36506
2026 GMC Truck GMC SIER 15E,1GTRUJEK9TZ318954,318954,"$51,834.18 "," (51,834.18)",318954,2026 GMC SIERRA 1500    3/18/26  1GTRUJEK9TZ318954,G36476
2026 GMC Truck GMC SIER 15E,1GTRUJEK1TZ321668,321668,"$51,834.18 "," (51,834.18)",321668,2026 GMC SIERRA 1500    3/24/26  1GTRUJEK1TZ321668,G36547
2026 GMC Truck GMC SIER 15E,1GTRUJEK1TZ321721,321721,"$51,834.18 "," (51,834.18)",321721,2026 GMC SIERRA 1500    3/26/26  1GTRUJEK1TZ321721,G36583
2026 GMC Truck GMC SIER 15E,1GTRUJEK2TZ321744,321744,"$51,834.18 "," (51,834.18)",321744,2026 GMC SIERRA 1500    3/23/26  1GTRUJEK2TZ321744,G36536
2026 GMC Truck GMC CNYN AT4,1GTP2EEK0T1130228,130228,"$53,153.00 "," (53,153.00)",130228,2026 GMC CANYON        12/08/25  1GTP2EEK0T1130228,G35995
2026 Buick BUCK ENCLV S,5GAERBKS9TJ264758,264758,"$53,429.85 "," (53,429.85)",264758,2026 BUICK ENCLAVE      2/09/26  5GAERBKS9TJ264758,B36226
2026 Buick BUCK ENCLV S,5GAERBKS3TJ196442,196442,"$54,238.10 "," (54,238.10)",196442,2026 BUICK ENCLAVE     10/30/25  5GAERBKS3TJ196442,B35751
2026 GMC Truck GMC ACAD AT4,1GKENPKS4TJ139615,139615,"$54,651.15 "," (54,651.15)",139615,2026 GMC ACADIA        12/08/25  1GKENPKS4TJ139615,G36005
2026 GMC Truck GMC ACAD AT4,1GKENPKS4TJ139663,139663,"$54,651.15 "," (54,651.15)",139663,2026 GMC ACADIA        12/08/25  1GKENPKS4TJ139663,G36006
2026 GMC Truck GMC ACAD AT4,1GKENPKS9TJ180449,180449,"$54,707.05 "," (54,707.05)",180449,2026 GMC ACADIA        10/14/25  1GKENPKS9TJ180449,G35627
2025 GMC Truck GMC SIER 15E,1GTRHCED8SZ287373,287373,"$54,820.05 "," (54,820.05)",287373,2025 GMC SIERRA 1500    5/21/25  1GTRHCED8SZ287373,G34669
2026 GMC Truck GMC SIER 15E,1GTRHCED4TZ233456,233456,"$55,329.50 "," (55,329.50)",233456,2026 GMC SIERRA 1500   11/25/25  1GTRHCED4TZ233456,G35910
2026 Buick BUCK ENCLV S,5GAEVBKS8TJ138984,138984,"$55,344.35 "," (55,344.35)",138984,2026 BUICK ENCLAVE     12/05/25  5GAEVBKS8TJ138984,B35980
2025 GMC Truck GMC HMER EV3,1GT40DDA2SU100365,100365,"$55,441.60 "," (55,441.60)",100365,2025 GMC HUMMER EV PI   3/11/26  1GT40DDA2SU100365,G34045
2026 Buick BUCK ENCLV S,5GAEVBKS6TJ139647,139647,"$55,478.60 "," (55,478.60)",139647,2026 BUICK ENCLAVE     12/05/25  5GAEVBKS6TJ139647,B35981
2026 Buick BUCK ENCLV S,5GAEVBKS8TJ139116,139116,"$55,881.35 "," (55,881.35)",139116,2026 BUICK ENCLAVE     12/16/25  5GAEVBKS8TJ139116,B36052
2024 GMC Truck GMC HMMER EV,1GKB0NDE2RU105483,105483,"$56,337.50 "," (56,337.50)",105483,2024 GMC HUMMER EV SU   3/11/26  1GKB0NDE2RU105483,G33700
2026 GMC Truck GMC SIER 15E,1GTRHCED6TZ182915,182915,"$56,856.85 "," (56,856.85)",182915,2026 GMC SIERRA 1500   10/06/25  1GTRHCED6TZ182915,G35551
2026 GMC Truck GMC SIER 15E,1GTRHCED3TZ183830,183830,"$56,856.85 "," (56,856.85)",183830,2026 GMC SIERRA 1500   10/06/25  1GTRHCED3TZ183830,G35552
2026 GMC Truck GMC SIER 15E,1GTRHCED6TZ180386,180386,"$57,317.20 "," (57,317.20)",180386,2026 GMC SIERRA 1500   10/06/25  1GTRHCED6TZ180386,G35537
2026 GMC Truck GMC SIER 15E,1GTRHCED0TZ182778,182778,"$57,317.20 "," (57,317.20)",182778,2026 GMC SIERRA 1500   10/06/25  1GTRHCED0TZ182778,G35578
2026 GMC Truck GMC SIER 15E,1GTPHCEDXTZ301444,301444,"$57,776.18 "," (57,776.18)",301444,2026 GMC SIERRA 1500    3/09/26  1GTPHCEDXTZ301444,G36387
2026 GMC Truck GMC SIER 15E,1GTRHCED4TZ302050,302050,"$57,966.88 ",,,,
2026 GMC Truck GMC ACAD DEN,1GKENLKS1TJ139130,139130,"$59,006.23 "," (59,006.23)",139130,2026 GMC ACADIA        12/08/25  1GKENLKS1TJ139130,G36007
2024 GMC Truck GMC SIER EV,1GT401ELXRU401510,401510,"$59,697.00 "," (59,697.00)",401510,2024 GMC SIERRA EV      3/11/26  1GT401ELXRU401510,G33852
2026 GMC Truck GMC SIER 15E,1GTPHCED3TZ162127,162127,"$60,113.40 "," (60,113.40)",162127,2026 GMC SIERRA 1500    9/12/25  1GTPHCED3TZ162127,G35375
2026 GMC Truck GMC SIER 15E,1GTPHCEDXTZ162190,162190,"$60,113.40 "," (60,113.40)",162190,2026 GMC SIERRA 1500    9/15/25  1GTPHCEDXTZ162190,G35386
2026 GMC Truck GMC SIER 15E,1GTPHCED3TZ204022,204022,"$60,187.80 "," (60,187.80)",204022,"ST CLAIR, KYLE DAVID   10/30/25  1GTPHCED3TZ204022",G35758
2026 GMC Truck GMC SIER 15E,1GTPHCED0TZ204043,204043,"$60,187.80 "," (60,187.80)",204043,2026 GMC SIERRA 1500   10/23/25  1GTPHCED0TZ204043,G35669
2026 GMC Truck GMC SIER 15E,3GTPHCEDXTG294821,294821,"$60,204.30 "," (60,204.30)",294821,2026 GMC SIERRA 1500    3/26/26  3GTPHCEDXTG294821,G36587
2026 GMC Truck GMC SIER 15E,3GTPHCED8TG294882,294882,"$60,204.30 "," (60,204.30)",294882,2026 GMC SIERRA 1500    3/30/26  3GTPHCED8TG294882,G36637
2026 GMC Truck GMC SIER 15E,3GTPHCED0TG295136,295136,"$60,204.30 ",,,,
2026 GMC Truck GMC SIER 15E,3GTPHCED9TG301807,301807,"$60,204.30 "," (60,204.30)",301807,2026 GMC SIERRA 1500    3/23/26  3GTPHCED9TG301807,G36533
2026 GMC Truck GMC SIER 15E,3GTPHCED3TG302757,302757,"$60,204.30 "," (60,204.30)",302757,2026 GMC SIERRA 1500    3/26/26  3GTPHCED3TG302757,G36599
2026 GMC Truck GMC SIER 15E,3GTPHCED0TG302814,302814,"$60,204.30 "," (60,204.30)",302814,2026 GMC SIERRA 1500    3/24/26  3GTPHCED0TG302814,G36566
2026 GMC Truck GMC SIER 15E,3GTPHCED8TG303144,303144,"$60,204.30 "," (60,204.30)",303144,2026 GMC SIERRA 1500    3/30/26  3GTPHCED8TG303144,G36634
2026 GMC Truck GMC SIER 15E,3GTPHCED8TG303208,303208,"$60,204.30 "," (60,204.30)",303208,2026 GMC SIERRA 1500    3/25/26  3GTPHCED8TG303208,G36574
2026 GMC Truck GMC SIER 15E,1GTPHCED8TZ159417,159417,"$60,573.75 "," (60,573.75)",159417,2026 GMC SIERRA 1500   10/01/25  1GTPHCED8TZ159417,G35473
2026 GMC Truck GMC SIER 15E,1GTPHCED3TZ141942,141942,"$60,610.95 "," (60,610.95)",141942,2026 GMC SIERRA 1500    8/21/25  1GTPHCED3TZ141942,G35179
2026 GMC Truck GMC SIER 15E,1GTPHCED6TZ141966,141966,"$60,610.95 "," (60,610.95)",141966,2026 GMC SIERRA 1500    8/21/25  1GTPHCED6TZ141966,G35180
2026 GMC Truck GMC SIER 15E,1GTPHCED1TZ142376,142376,"$60,610.95 "," (60,610.95)",142376,2026 GMC SIERRA 1500    8/28/25  1GTPHCED1TZ142376,G35245
2026 GMC Truck GMC SIER 15E,1GTPHCED3TZ142377,142377,"$60,610.95 "," (60,610.95)",142377,2026 GMC SIERRA 1500    8/28/25  1GTPHCED3TZ142377,G35246
2026 GMC Truck GMC SIER 15E,1GTPHCEDXTZ142411,142411,"$60,610.95 "," (60,610.95)",142411,2026 GMC SIERRA 1500    8/21/25  1GTPHCEDXTZ142411,G35169
2026 GMC Truck GMC SIER 15E,1GTPHCED0TZ142501,142501,"$60,610.95 "," (60,610.95)",142501,2026 GMC SIERRA 1500    8/28/25  1GTPHCED0TZ142501,G35247
2026 GMC Truck GMC SIER 15E,1GTPHCEDXTZ169060,169060,"$60,610.95 "," (60,610.95)",169060,2026 GMC SIERRA 1500    9/22/25  1GTPHCEDXTZ169060,G35434
2026 GMC Truck GMC SIER 15E,1GTPHCED9TZ169230,169230,"$60,610.95 "," (60,610.95)",169230,2026 GMC SIERRA 1500    9/19/25  1GTPHCED9TZ169230,G35411
2026 GMC Truck GMC SIER 15E,1GTPHCED9TZ170751,170751,"$60,610.95 "," (60,610.95)",170751,2026 GMC SIERRA 1500    9/22/25  1GTPHCED9TZ170751,G35435
2026 GMC Truck GMC SIER 15E,1GTPHCED8TZ170837,170837,"$60,610.95 "," (60,610.95)",170837,2026 GMC SIERRA 1500    9/22/25  1GTPHCED8TZ170837,G35436
2026 GMC Truck GMC SIER 15E,1GTPHCED4TZ176280,176280,"$60,610.95 "," (60,610.95)",176280,2026 GMC SIERRA 1500   10/06/25  1GTPHCED4TZ176280,G35542
2026 GMC Truck GMC SIER 15E,1GTPHCED3TZ176318,176318,"$60,610.95 "," (60,610.95)",176318,2026 GMC SIERRA 1500   10/06/25  1GTPHCED3TZ176318,G35543
2026 GMC Truck GMC SIER 15E,1GTPHCED4TZ176344,176344,"$60,610.95 "," (60,610.95)",176344,2026 GMC SIERRA 1500   10/06/25  1GTPHCED4TZ176344,G35544
2026 GMC Truck GMC SIER 15E,1GTPHCED9TZ176405,176405,"$60,610.95 "," (60,610.95)",176405,2026 GMC SIERRA 1500   10/01/25  1GTPHCED9TZ176405,G35486
2026 GMC Truck GMC SIER 15E,1GTPHCED6TZ176409,176409,"$60,610.95 "," (60,610.95)",176409,2026 GMC SIERRA 1500   10/01/25  1GTPHCED6TZ176409,G35487
2026 GMC Truck GMC SIER 15E,1GTPHCED1TZ176494,176494,"$60,610.95 "," (60,610.95)",176494,2026 GMC SIERRA 1500   10/01/25  1GTPHCED1TZ176494,G35488
2026 GMC Truck GMC SIER 15E,1GTPHCED1TZ176835,176835,"$60,610.95 "," (60,610.95)",176835,2026 GMC SIERRA 1500   10/08/25  1GTPHCED1TZ176835,G35601
2026 GMC Truck GMC SIER 15E,3GTPHCED0TG294827,294827,"$60,662.18 "," (60,662.18)",294827,2026 GMC SIERRA 1500    3/27/26  3GTPHCED0TG294827,G36625
2026 GMC Truck GMC SIER 15E,3GTPHCED4TG294944,294944,"$60,662.18 "," (60,662.18)",294944,2026 GMC SIERRA 1500    3/12/26  3GTPHCED4TG294944,G36436
2026 GMC Truck GMC SIER 15E,3GTPHCED5TG294953,294953,"$60,662.18 "," (60,662.18)",294953,2026 GMC SIERRA 1500    3/30/26  3GTPHCED5TG294953,G36632
2026 GMC Truck GMC SIER 15E,3GTPHCED6TG295013,295013,"$60,662.18 "," (60,662.18)",295013,2026 GMC SIERRA 1500    3/23/26  3GTPHCED6TG295013,G36526
2026 GMC Truck GMC SIER 15E,3GTPHCED5TG295018,295018,"$60,662.18 "," (60,662.18)",295018,2026 GMC SIERRA 1500    3/26/26  3GTPHCED5TG295018,G36585
2026 GMC Truck GMC SIER 15E,3GTPHCED5TG295021,295021,"$60,662.18 "," (60,662.18)",295021,2026 GMC SIERRA 1500    3/26/26  3GTPHCED5TG295021,G36602
2026 GMC Truck GMC SIER 15E,3GTPHCED3TG295132,295132,"$60,662.18 "," (60,662.18)",295132,2026 GMC SIERRA 1500    3/26/26  3GTPHCED3TG295132,G36586
2026 GMC Truck GMC SIER 15E,3GTPHCED0TG302117,302117,"$60,662.18 "," (60,662.18)",302117,2026 GMC SIERRA 1500    3/18/26  3GTPHCED0TG302117,G36491
2026 GMC Truck GMC SIER 15E,3GTPHCED4TG302749,302749,"$60,662.18 "," (60,662.18)",302749,2026 GMC SIERRA 1500    3/23/26  3GTPHCED4TG302749,G36527
2026 GMC Truck GMC SIER 15E,3GTPHCED7TG302888,302888,"$60,662.18 "," (60,662.18)",302888,"GONZALES JR, EUGENE     3/18/26  3GTPHCED7TG302888",G36490
2026 GMC Truck GMC SIER 15E,3GTPHCED2TG303043,303043,"$60,662.18 ",,,,
2026 GMC Truck GMC SIER 15E,3GTPHCED7TG303362,303362,"$60,662.18 "," (60,662.18)",303362,2026 GMC SIERRA 1500    3/24/26  3GTPHCED7TG303362,G36562
2026 GMC Truck GMC SIER 15E,3GTPHCED5TG303375,303375,"$60,662.18 "," (60,662.18)",303375,2026 GMC SIERRA 1500    3/26/26  3GTPHCED5TG303375,G36604
2026 GMC Truck GMC SIER 15E,3GTPHCED2TG303639,303639,"$60,662.18 "," (60,662.18)",303639,2026 GMC SIERRA 1500    3/26/26  3GTPHCED2TG303639,G36603
2026 GMC Truck GMC SIER 15E,3GTPHCED1TG303714,303714,"$60,662.18 "," (60,662.18)",303714,2026 GMC SIERRA 1500    3/23/26  3GTPHCED1TG303714,G36523
2026 GMC Truck GMC SIER 15E,3GTPHCED7TG303815,303815,"$60,662.18 "," (60,662.18)",303815,2026 GMC SIERRA 1500    3/24/26  3GTPHCED7TG303815,G36556
2026 GMC Truck GMC SIER 15E,3GTPHCED0TG303817,303817,"$60,662.18 "," (60,662.18)",303817,2026 GMC SIERRA 1500    3/24/26  3GTPHCED0TG303817,G36565
2026 GMC Truck GMC SIER 15E,3GTPHCE85TG302875,302875,"$60,939.68 "," (60,939.68)",302875,2026 GMC SIERRA 1500    3/20/26  3GTPHCE85TG302875,G36507
2026 GMC Truck GMC SIER 15E,3GTPHCE81TG302968,302968,"$60,939.68 "," (60,939.68)",302968,2026 GMC SIERRA 1500    3/26/26  3GTPHCE81TG302968,G36589
2026 GMC Truck GMC SIER 15E,3GTPHCE84TG303225,303225,"$60,939.68 "," (60,939.68)",303225,2026 GMC SIERRA 1500    3/24/26  3GTPHCE84TG303225,G36558
2026 GMC Truck GMC SIER 15E,3GTPHCE8XTG303357,303357,"$60,939.68 ",,,,
2026 GMC Truck GMC SIER 15E,3GTPHCE87TG303462,303462,"$60,939.68 "," (60,939.68)",303462,2026 GMC SIERRA 1500    3/24/26  3GTPHCE87TG303462,G36559
2026 GMC Truck GMC SIER 15E,3GTPHCED7TG109432,109432,"$61,024.80 "," (61,024.80)",109432,2026 GMC SIERRA 1500    8/12/25  3GTPHCED7TG109432,G35110
2026 GMC Truck GMC SIER 15E,3GTPHCED0TG109496,109496,"$61,024.80 "," (61,024.80)",109496,2026 GMC SIERRA 1500    8/12/25  3GTPHCED0TG109496,G35111
2026 GMC Truck GMC SIER 15E,1GTPHCED1TZ131491,131491,"$61,024.80 "," (61,024.80)",131491,2026 GMC SIERRA 1500    8/16/25  1GTPHCED1TZ131491,G35132
2026 GMC Truck GMC SIER 15E,1GTPHCED8TZ138888,138888,"$61,071.30 "," (61,071.30)",138888,2026 GMC SIERRA 1500    8/19/25  1GTPHCED8TZ138888,G35147
2026 GMC Truck GMC SIER 15E,1GTPHCED1TZ139025,139025,"$61,071.30 "," (61,071.30)",139025,2026 GMC SIERRA 1500    8/19/25  1GTPHCED1TZ139025,G35148
2026 GMC Truck GMC SIER 15E,1GTPHCED6TZ139067,139067,"$61,071.30 "," (61,071.30)",139067,2026 GMC SIERRA 1500    8/19/25  1GTPHCED6TZ139067,G35149
2026 GMC Truck GMC SIER 15E,1GTPHCED4TZ141917,141917,"$61,071.30 "," (61,071.30)",141917,2026 GMC SIERRA 1500    8/21/25  1GTPHCED4TZ141917,G35177
2026 GMC Truck GMC SIER 15E,1GTPHCED6TZ141949,141949,"$61,071.30 "," (61,071.30)",141949,2026 GMC SIERRA 1500    8/28/25  1GTPHCED6TZ141949,G35234
2026 GMC Truck GMC SIER 15E,1GTPHCED7TZ141989,141989,"$61,071.30 "," (61,071.30)",141989,2026 GMC SIERRA 1500    8/28/25  1GTPHCED7TZ141989,G35236
2026 GMC Truck GMC SIER 15E,1GTPHCED2TZ164306,164306,"$61,071.30 "," (61,071.30)",164306,2026 GMC SIERRA 1500    9/22/25  1GTPHCED2TZ164306,G35428
2026 GMC Truck GMC SIER 15E,1GTPHCED9TZ164545,164545,"$61,071.30 "," (61,071.30)",164545,2026 GMC SIERRA 1500    9/23/25  1GTPHCED9TZ164545,G35442
2026 GMC Truck GMC SIER 15E,1GTPHCED3TZ165450,165450,"$61,071.30 "," (61,071.30)",165450,2026 GMC SIERRA 1500    9/18/25  1GTPHCED3TZ165450,G35396
2026 GMC Truck GMC SIER 15E,1GTPHCED3TZ166212,166212,"$61,071.30 "," (61,071.30)",166212,2026 GMC SIERRA 1500   10/01/25  1GTPHCED3TZ166212,G35476
2026 GMC Truck GMC SIER 15E,1GTPHCED5TZ168947,168947,"$61,071.30 "," (61,071.30)",168947,2026 GMC SIERRA 1500    9/22/25  1GTPHCED5TZ168947,G35430
2026 GMC Truck GMC SIER 15E,1GTPHCED6TZ169038,169038,"$61,071.30 "," (61,071.30)",169038,2026 GMC SIERRA 1500    9/22/25  1GTPHCED6TZ169038,G35431
2026 GMC Truck GMC SIER 15E,1GTPHCED9TZ172872,172872,"$61,071.30 "," (61,071.30)",172872,2026 GMC SIERRA 1500   10/01/25  1GTPHCED9TZ172872,G35480
2026 GMC Truck GMC SIER 15E,1GTPHCED2TZ173135,173135,"$61,071.30 "," (61,071.30)",173135,2026 GMC SIERRA 1500    9/26/25  1GTPHCED2TZ173135,G35459
2026 GMC Truck GMC SIER 15E,1GTPHCED0TZ173585,173585,"$61,071.30 "," (61,071.30)",173585,2026 GMC SIERRA 1500    9/26/25  1GTPHCED0TZ173585,G35461
2026 GMC Truck GMC SIER 15E,1GTPHCED7TZ173941,173941,"$61,071.30 "," (61,071.30)",173941,2026 GMC SIERRA 1500   10/01/25  1GTPHCED7TZ173941,G35477
2026 GMC Truck GMC SIER 15E,1GTPHCED7TZ173969,173969,"$61,071.30 "," (61,071.30)",173969,2026 GMC SIERRA 1500   10/01/25  1GTPHCED7TZ173969,G35478
2026 GMC Truck GMC SIER 15E,1GTPHCED0TZ176096,176096,"$61,071.30 "," (61,071.30)",176096,2026 GMC SIERRA 1500   10/06/25  1GTPHCED0TZ176096,G35567
2026 GMC Truck GMC SIER 15E,1GTPHCED4TZ176425,176425,"$61,071.30 "," (61,071.30)",176425,2026 GMC SIERRA 1500   10/06/25  1GTPHCED4TZ176425,G35570
2026 GMC Truck GMC SIER 15E,3GTPHCEDXTG316817,316817,"$61,073.80 "," (61,073.80)",316817,2026 GMC SIERRA 1500    3/31/26  3GTPHCEDXTG316817,G36647
2026 GMC Truck GMC SIER 15E,3GTPHCED5TG316823,316823,"$61,073.80 "," (61,073.80)",316823,2026 GMC SIERRA 1500    3/30/26  3GTPHCED5TG316823,G36635
2026 GMC Truck GMC SIER 15E,3GTPHCED1TG317080,317080,"$61,073.80 ",,,,
2026 GMC Truck GMC SIER 15E,3GTPHCED5TG317082,317082,"$61,073.80 "," (61,073.80)",317082,2026 GMC SIERRA 1500    3/31/26  3GTPHCED5TG317082,G36646
2026 GMC Truck GMC SIER 15E,1GTPHCED8TZ278147,278147,"$61,110.80 "," (61,110.80)",278147,2026 GMC SIERRA 1500    2/06/26  1GTPHCED8TZ278147,G36222
2026 GMC Truck GMC SIER 15E,1GTPHCED5TZ278493,278493,"$61,110.80 "," (61,110.80)",278493,2026 GMC SIERRA 1500    2/24/26  1GTPHCED5TZ278493,G36342
2026 GMC Truck GMC SIER 15E,3GTPHCE82TG302803,302803,"$61,397.55 ",,,,
2026 GMC Truck GMC SIER 15E,3GTPHCE80TG302895,302895,"$61,397.55 "," (61,397.55)",302895,2026 GMC SIERRA 1500    3/24/26  3GTPHCE80TG302895,G36561
2026 GMC Truck GMC SIER 15E,3GTPHCE85TG303508,303508,"$61,397.55 ",,,,
2026 GMC Truck GMC SIER 15E,3GTPHCE80TG303528,303528,"$61,397.55 "," (61,397.55)",303528,2026 GMC SIERRA 1500    3/26/26  3GTPHCE80TG303528,G36600
2026 GMC Truck GMC SIER 15E,3GTPHCE87TG303607,303607,"$61,397.55 "," (61,397.55)",303607,2026 GMC SIERRA 1500    3/31/26  3GTPHCE87TG303607,G36643
2026 GMC Truck GMC SIER 15E,3GTPHCE84TG303614,303614,"$61,397.55 "," (61,397.55)",303614,2026 GMC SIERRA 1500    3/24/26  3GTPHCE84TG303614,G36553
2026 GMC Truck GMC SIER 15E,3GTPHCE86TG303646,303646,"$61,397.55 "," (61,397.55)",303646,2026 GMC SIERRA 1500    3/24/26  3GTPHCE86TG303646,G36554
2026 GMC Truck GMC SIER 15E,3GTPHCE83TG303653,303653,"$61,397.55 "," (61,397.55)",303653,2026 GMC SIERRA 1500    3/26/26  3GTPHCE83TG303653,G36605
2026 GMC Truck GMC SIER 15E,3GTPHCE80TG303805,303805,"$61,397.55 "," (61,397.55)",303805,2026 GMC SIERRA 1500    3/24/26  3GTPHCE80TG303805,G36555
